code,ctp_eng,ctp_kor
4773044038,Gawon-ri,가원리
4773044039,Songho-ri,송호리
4773044040,Doam-ri,도암리
4773044041,Pyeongnim-ri,평림리
4773044042,Deokji-ri,덕지리
4773044043,Deongmi-ri,덕미리
4773044044,Yangseo-ri,양서리
4773044045,Yonggok-ri,용곡리
4773044046,Bongjeong-ri,봉정리
4773044047,Dalje-ri,달제리
4773044048,Sambun-ri,삼분리
4773044049,Oejeong-ri,외정리
4773044050,Sillak-ri,신락리
4773044051,Yongmu-ri,용무리
4773045033,Yongbong-ri,용봉리
4773045034,Deokbong-ri,덕봉리
4773045035,Jung-yul-ri,중율리
4773045036,Cheong-un-ri,청운리
4773045037,Gyoan-ri,교안리
4773045038,Geomgok-ri,검곡리
4773046034,Changgil-ri,창길리
4773046035,Goesan-ri,괴산리
4773046036,Bakgok-ri,박곡리
4773046037,Seoktap-ri,석탑리
4773046038,Sinwol-ri,신월리
4773046039,Sinan-ri,신안리
4773046040,Daesa-ri,대사리
4773046041,Dook-ri,도옥리
4773046042,Majeon-ri,마전리
4773046043,Gido-ri,기도리
4773046044,Geumgok-ri,금곡리
4773046045,Haryeong-ri,하령리
4773046046,Samchun-ri,삼춘리
4773047021,Jungha-ri,중하리
4773047022,Ansa-ri,안사리
4773047023,Malli-ri,만리리
4773047024,Sinsu-ri,신수리
4773047025,Wolso-ri,월소리
4773047026,Ssangho-ri,쌍호리
4775025021,Wolmak-ri,월막리
4775025022,Deok-ri,덕리
4775025023,Geumgok-ri,금곡리
4775025024,Cheong-un-ri,청운리
4775025025,Songsaeng-ri,송생리
4775025026,Gyo-ri,교리
4775025027,Geodae-ri,거대리
4775025028,Woroe-ri,월외리
4775025029,Bugok-ri,부곡리
4775031521,Sangpyeong-ri,상평리
4775031522,Ji-ri,지리
4775031523,Haui-ri,하의리
4775031524,Sangui-ri,상의리
4775031525,Bu-il-ri,부일리
4775031526,Sinjeom-ri,신점리
4775031527,Jusanji-ri,주산지리
4775031528,Naeryong-ri,내룡리
4775031529,Ra-ri,라리
4775031530,Hang-ri,항리
4775032030,Gamyeon-ri,감연리
4775032031,Daejeon-ri,대전리
4775032032,Hong-won-ri,홍원리
4775032033,Hasok-ri,하속리
4775032034,Gucheon-ri,구천리
4775032035,Hwajang-ri,화장리
4775032036,Ihyeon-ri,이현리
4775032037,Junggi-ri,중기리
4775032038,Yangsuk-ri,양숙리
4775033028,Dopyeong-ri,도평리
4775033029,Geoseong-ri,거성리
4775033030,Nurin-ri,눌인리
4775033031,Wolmae-ri,월매리
4775033032,Gaeil-ri,개일리
4775033033,Changyang-ri,창양리
4775033034,Inji-ri,인지리
4775034034,Baekja-ri,백자리
4775034035,Surak-ri,수락리
4775034036,Mugye-ri,무계리
4775034037,Galcheon-ri,갈천리
4775034038,Sachon-ri,사촌리
4775034039,Woljeong-ri,월정리
4775034040,Do-ri,도리
4775034041,Mogye-ri,모계리
4775034042,Cheoncheon-ri,천천리
4775034043,Gusan-ri,구산리
4775034044,Hwamok-ri,화목리
4775034045,Deokgye-ri,덕계리
4775034046,Duhyeon-ri,두현리
4775035033,Myeongdang-ri,명당리
4775035034,Gameun-ri,감은리
4775035035,Jangjeon-ri,장전리
4775035036,Mun-geo-ri,문거리
4775035037,Sinseong-ri,신성리
4775035038,Geungok-ri,근곡리
4775035039,Norae-ri,노래리
4775035040,Jiso-ri,지소리
4775035041,Gowa-ri,고와리
4775035042,Bok-ri,복리
4775035043,Deokseong-ri,덕성리
4775035044,Seongjae-ri,성재리
4775036032,Gwan-ri,관리
4775036033,Jungpyeong-ri,중평리
4775036034,Deokcheon-ri,덕천리
4775036035,Sinheung-ri,신흥리
4775036036,Jigyeong-ri,지경리
4775036037,Byeongbu-ri,병부리
4775036038,Hwangmok-ri,황목리
4775036039,Eocheon-ri,어천리
4775036040,Songgang-ri,송강리
4775036041,Sin-gi-ri,신기리
4775036042,Ongjeom-ri,옹점리
4775037036,Jinan-ri,진안리
4775037037,Ichon-ri,이촌리
4775037038,Hupyeong-ri,후평리
4775037039,Hapgang-ri,합강리
4775037040,Gigok-ri,기곡리
4775037041,Chuhyeon-ri,추현리
4775037042,Bugok-ri,부곡리
4775037043,Sejang-ri,세장리
4775037044,Gwangdeok-ri,광덕리
4775037045,Gaksan-ri,각산리
4775037046,Woljeon-ri,월전리
4775037047,Siryang-ri,시량리
4775037048,Gohyeon-ri,고현리
4775037049,Sinchon-ri,신촌리
4775037050,Goejeong-ri,괴정리
4776025021,Dongbu-ri,동부리
4776025022,Seobu-ri,서부리
4776025023,Gamcheon-ri,감천리
4776025024,Jeon-gok-ri,전곡리
4776025025,Hwang-yong-ri,황용리
4776025026,Samji-ri,삼지리
4776025027,Hyeon-ri,현리
4776025028,Hawon-ri,하원리
4776025029,Sang-won-ri,상원리
4776025030,Muhak-ri,무학리
4776025031,Muchang-ri,무창리
4776025032,Daecheon-ri,대천리
4776025033,Hwacheon-ri,화천리
4776025034,Yanggu-ri,양구리
4776025035,Gisan-ri,기산리
4776031034,Sin-gu-ri,신구리
4776031035,Yanghang-ri,양항리
4776031036,Yeondang-ri,연당리
4776031037,Gyo-ri,교리
4776031038,Samsan-ri,삼산리
4776031039,Sinsa-ri,신사리
4776031040,Daecheon-ri,대천리
4776031041,Geumhak-ri,금학리
4776031042,Sanhae-ri,산해리
4776031043,Nodal-ri,노달리
4776031044,Bangjeon-ri,방전리
4776031045,Byeongok-ri,병옥리
4776031046,Heunggu-ri,흥구리
4776032034,Jeongjok-ri,정족리
4776032035,Togok-ri,토곡리
4776032036,Sa-ri,사리
4776032037,Cheonggi-ri,청기리
4776032038,Gumae-ri,구매리
4776032039,Jeo-ri,저리
4776032040,Sanun-ri,산운리
4776032041,Togu-ri,토구리
4776032042,Mujin-ri,무진리
4776032043,Haenghwa-ri,행화리
4776032044,Dang-ri,당리
4776032045,Sangcheong-ri,상청리
4776032046,Gipo-ri,기포리
4776033032,Jugok-ri,주곡리
4776033033,Gokgang-ri,곡강리
4776033034,Munam-ri,문암리
4776033035,Ori-ri,오리리
4776033036,Yonghwa-ri,용화리
4776033037,Dogye-ri,도계리
4776033038,Seomchon-ri,섬촌리
4776033039,Gacheon-ri,가천리
4776033040,Dogok-ri,도곡리
4776033041,Chilseong-ri,칠성리
4776033042,Gagok-ri,가곡리
4776034030,Suha-ri,수하리
4776034031,Balli-ri,발리리
4776034032,Sinwon-ri,신원리
4776034033,Jukpa-ri,죽파리
4776034034,Ogi-ri,오기리
4776034035,Gye-ri,계리
4776034036,Bonsin-ri,본신리
4776034037,Sinam-ri,신암리
4776034038,Songha-ri,송하리
4776035034,Wolli-ri,원리리
4776035035,Okgye-ri,옥계리
4776035036,Junam-ri,주남리
4776035037,Yowon-ri,요원리
4776035038,Taekjeon-ri,택전리
4776035039,Sinpyeong-ri,신평리
4776035040,Posan-ri,포산리
4776035041,Sogye-ri,소계리
4776035042,Hwamae-ri,화매리
4776035043,Dapgok-ri,답곡리
4776035044,Honggye-ri,홍계리
4776035045,Jigyeong-ri,지경리
4776035046,Samui-ri,삼의리
4777025021,Gumi-ri,구미리
4777025022,Hwagae-ri,화개리
4777025023,Namseok-ri,남석리
4777025024,Deokgok-ri,덕곡리
4777025025,Cheonjeon-ri,천전리
4777025026,Namsan-ri,남산리
4777025027,Ugok-ri,우곡리
4777025028,Hwasu-ri,화수리
4777025029,Samgye-ri,삼계리
4777025030,Maejeong-ri,매정리
4777025031,Seok-ri,석리
4777025032,Nomul-ri,노물리
4777025033,Obo-ri,오보리
4777025034,Daetan-ri,대탄리
4777025035,Daebu-ri,대부리
4777025036,Changpo-ri,창포리
4777025037,Hwacheon-ri,화천리
4777031031,Ganggu-ri,강구리
4777031032,Opo-ri,오포리
4777031033,Samsa-ri,삼사리
4777031034,Hwajeon-ri,화전리
4777031035,Sangjik-ri,상직리
4777031037,Sowol-ri,소월리
4777031038,Geumho-ri,금호리
4777031039,Hajeo-ri,하저리
4777031040,Geumjin-ri,금진리
4777031041,Wonjik-ri,원직리
4777032036,Jangsa-ri,장사리
4777032037,Bugyeong-ri,부경리
4777032038,Hoe-ri,회리
4777032039,Yangseong-ri,양성리
4777032040,Bongjeon-ri,봉전리
4777032041,Jaengam-ri,쟁암리
4777032042,Saam-ri,사암리
4777032043,Docheon-ri,도천리
4777032044,Ugok-ri,우곡리
4777032045,Junghwa-ri,중화리
4777032046,Namjeong-ri,남정리
4777032047,Namho-ri,남호리
4777032048,Gugye-ri,구계리
4777032049,Woncheok-ri,원척리
4777032050,Buheung-ri,부흥리
4777033032,Daeji-ri,대지리
4777033033,Yongpyeong-ri,용평리
4777033034,Maeil-ri,매일리
4777033035,Heunggi-ri,흥기리
4777033036,Jueung-ri,주응리
4777033037,Oksan-ri,옥산리
4777033038,Ingok-ri,인곡리
4777033039,Yongjeon-ri,용전리
4777033040,Deoksan-ri,덕산리
4777033041,Bongsan-ri,봉산리
4777033042,Okgye-ri,옥계리
4777034039,Samhwa-ri,삼화리
4777034040,Ocheon-ri,오천리
4777034041,Sinnyang-ri,신양리
4777034042,Nulgok-ri,눌곡리
4777034043,Yongdeok-ri,용덕리
4777034044,Songcheon-ri,송천리
4777034045,Nakpyeong-ri,낙평리
4777034046,Suam-ri,수암리
4777034047,Bokgok-ri,복곡리
4777034048,Wonjeon-ri,원전리
4777034049,Jipum-ri,지품리
4777034050,Gisa-ri,기사리
4777034051,Hwangjang-ri,황장리
4777034052,Sinan-ri,신안리
4777034053,Sokgok-ri,속곡리
4777034054,Yuljeon-ri,율전리
4777034055,Dogye-ri,도계리
4777034056,Ongnyu-ri,옥류리
4777034057,Sinae-ri,신애리
4777035032,Chuksan-ri,축산리
4777035033,Gyeongjeong-ri,경정리
4777035034,Gogok-ri,고곡리
4777035035,Dogok-ri,도곡리
4777035036,Sangwon-ri,상원리
4777035037,Bugok-ri,부곡리
4777035038,Chilseong-ri,칠성리
4777035039,Johang-ri,조항리
4777035040,Daegok-ri,대곡리
4777035041,Giam-ri,기암리
4777036030,Seongnae-ri,성내리
4777036031,Goesi-ri,괴시리
4777036032,Daejin-ri,대진리
4777036033,Sajin-ri,사진리
4777036034,Yeonpyeong-ri,연평리
4777036035,Beoryeong-ri,벌영리
4777036036,Wongu-ri,원구리
4777036037,Myogok-ri,묘곡리
4777036038,Dae-ri,대리
4777037035,Sameup-ri,삼읍리
4777037036,Geumgok-ri,금곡리
4777037037,Baekseok-ri,백석리
4777037038,Byeonggok-ri,병곡리
4777037039,Yeong-ri,영리
4777037040,Geomuyeok-ri,거무역리
4777037041,Agok-ri,아곡리
4777037042,Wonhwang-ri,원황리
4777037043,Icheon-ri,이천리
4777037044,Gangni-ri,각리리
4777037045,Sacheon-ri,사천리
4777037046,Sinpyeong-ri,신평리
4777037047,Songcheon-ri,송천리
4777037049,Deokcheon-ri,덕천리
4777038034,Illyang-ri,인량리
4777038035,Gasan-ri,가산리
4777038036,Singi-ri,신기리
4777038037,Silli-ri,신리리
4777038038,Galcheon-ri,갈천리
4777038039,Changsu-ri,창수리
4777038040,Migok-ri,미곡리
4777038041,Ochon-ri,오촌리
4777038042,Samgye-ri,삼계리
4777038043,Su-ri,수리
4777038044,Incheon-ri,인천리
4777038045,Borim-ri,보림리
4777038046,Baekcheong-ri,백청리
4782025021,Dongsang-ri,동상리
4782025022,Seosang-ri,서상리
4782025023,Sinbong-ri,신봉리
4782025024,Gyochon-ri,교촌리
4782025025,Dongcheon-ri,동천리
4782025026,Hapcheon-ri,합천리
4782025027,Beomgok-ri,범곡리
4782025028,Songbuk-ri,송북리
4782025029,Nulmi-ri,눌미리
4782025030,Gopyeong-ri,고평리
4782025031,Sora-ri,소라리
4782025032,Jilla-ri,진라리
4782025033,Samsin-ri,삼신리
4782025034,Daro-ri,다로리
4782025035,Songgeum-ri,송금리
4782025036,Yudeung-ri,유등리
4782025037,Topyeong-ri,토평리
4782025321,Gosu-ri,고수리
4782025322,Song-eup-ri,송읍리
4782025323,Mudeung-ri,무등리
4782025324,Deogam-ri,덕암리
4782025325,Nae-ri,내리
4782025326,Anin-ri,안인리
4782025327,Unsan-ri,운산리
4782025328,Buya-ri,부야리
4782025329,Wonjeong-ri,원정리
4782025330,Gumi-ri,구미리
4782025331,Wolgok-ri,월곡리
4782025332,Won-ri,원리
4782025333,Geoyeon-ri,거연리
4782025334,Sindo-ri,신도리
4782025335,Sang-ri,상리
4782025336,Pyeong-yang-ri,평양리
4782025337,Eumji-ri,음지리
4782025338,Chohyeon-ri,초현리
4782025339,Yuho-ri,유호리
4782025340,Naeho-ri,내호리
4782025341,Sachon-ri,사촌리
4782031031,Chilseong-ri,칠성리
4782031032,Hwa-ri,화리
4782031033,Ilgok-ri,일곡리
4782031034,Gugok-ri,구곡리
4782031035,Yeri-ri,예리리
4782031036,Sindang-ri,신당리
4782031037,Nongmyeong-ri,녹명리
4782031038,Sa-ri,사리
4782031039,Hambak-ri,함박리
4782031040,Oksan-ri,옥산리
4782032033,Songseo-ri,송서리
4782032034,Bonggi-ri,봉기리
4782032035,Hyeolli-ri,현리리
4782032036,Seonggok-ri,성곡리
4782032037,Suwol-ri,수월리
4782032038,Hwasan-ri,화산리
4782032039,Geumgok-ri,금곡리
4782032040,Ansan-ri,안산리
4782032041,Heukseok-ri,흑석리
4782032042,Wolbong-ri,월봉리
4782032043,Chasan-ri,차산리
4782032044,Deogyang-ri,덕양리
4782033029,Myeongdae-ri,명대리
4782033030,Usan-ri,우산리
4782033031,Samgpyeong-ri,삼평리
4782033032,Namsan-ri,남산리
4782033033,Deokchon-ri,덕촌리
4782033034,Jiseul-ri,지슬리
4782033035,Geumcheon-ri,금천리
4782033036,Osan-ri,오산리
4782034038,Chiryeop-ri,칠엽리
4782034039,Daejeon-ri,대전리
4782034040,Gageum-ri,가금리
4782034041,Gura-ri,구라리
4782034042,Seowon-ri,서원리
4782034043,Gakgye-ri,각계리
4782034044,Haksan-ri,학산리
4782034045,Suya-ri,수야리
4782034046,Geumchon-ri,금촌리
4782034048,Munsu-ri,문수리
4782034049,Gocheol-ri,고철리
4782034050,Yangwon-ri,양원리
4782034051,Sinchon-ri,신촌리
4782034052,Chilgok-ri,칠곡리
4782034053,Daegok-ri,대곡리
4782034054,Paljo-ri,팔조리
4782034055,Heungseon-ri,흥선리
4782035032,Daecheon-ri,대천리
4782035033,Sunji-ri,순지리
4782035034,Bang-eum-ri,방음리
4782035035,Ojin-ri,오진리
4782035036,Sinwon-ri,신원리
4782035037,Seoji-ri,서지리
4782035038,Gongam-ri,공암리
4782035039,Jichon-ri,지촌리
4782035040,Bongha-ri,봉하리
4782035041,Jeongsang-ri,정상리
4782035042,Mail-ri,마일리
4782035043,Bangji-ri,방지리
4782036031,Donggok-ri,동곡리
4782036032,Sajeon-ri,사전리
4782036033,Gimjeon-ri,김전리
4782036034,Galji-ri,갈지리
4782036035,Socheon-ri,소천리
4782036036,Bangji-ri,방지리
4782036037,Imdang-ri,임당리
4782036038,Sinji-ri,신지리
4782036039,Bakgok-ri,박곡리
4782036040,Obong-ri,오봉리
4782037041,Namyang-ri,남양리
4782037042,Dangho-ri,당호리
4782037043,Geumgok-ri,금곡리
4782037044,Dongsan-ri,동산리
4782037045,Bukji-ri,북지리
4782037046,Yongsan-ri,용산리
4782037047,Onmak-ri,온막리
4782037048,Hohwa-ri,호화리
4782037049,Jang-yeon-ri,장연리
4782037050,Yejeon-ri,예전리
4782037051,Nae-ri,내리
4782037052,Jijeon-ri,지전리
4782037053,Song-won-ri,송원리
4782037054,Guchon-ri,구촌리
4782037055,Hapyeong-ri,하평리
4782037056,Sangpyeong-ri,상평리
4782037057,Gwanha-ri,관하리
4782037058,Geumcheon-ri,금천리
4782037059,Deoksan-ri,덕산리
4782037060,Dugok-ri,두곡리
4783025321,Kwaebin-ri,쾌빈리
4783025322,Goa-ri,고아리
4783025323,Heonmun-ri,헌문리
4783025324,Janggi-ri,장기리
4783025325,Yeonjo-ri,연조리
4783025326,Jisan-ri,지산리
4783025327,Bon-gwan-ri,본관리
4783025328,Junghwa-ri,중화리
4783025329,Jeojeon-ri,저전리
4783025330,Naesang-ri,내상리
4783025331,Sin-ri,신리
4783025332,Oe-ri,외리
4783025333,Naegok-ri,내곡리
4783031031,Garyun-ri,가륜리
4783031032,Wonsong-ri,원송리
4783031033,No-ri,노리
4783031034,Baek-ri,백리
4783031035,Okgye-ri,옥계리
4783031036,Yongheung-ri,용흥리
4783031037,Bolli-ri,본리리
4783031038,Ye-ri,예리
4783031039,Banseong-ri,반성리
4783031040,Huam-ri,후암리
4783032030,Bongpyeong-ri,봉평리
4783032031,Daepyeong-ri,대평리
4783032032,Sin-gan-ri,신간리
4783032033,Beop-ri,법리
4783032034,Yu-ri,유리
4783032035,Palsan-ri,팔산리
4783032036,Unsan-ri,운산리
4783032037,Wolsan-ri,월산리
4783032038,Hwaam-ri,화암리
4783033035,Eogok-ri,어곡리
4783033036,Deukseong-ri,득성리
4783033037,Samdae-ri,삼대리
4783033038,Ogok-ri,오곡리
4783033039,Gangjeong-ri,강정리
4783033040,Mugye-ri,무계리
4783033041,Bakgok-ri,박곡리
4783033042,Daeheung-ri,대흥리
4783033043,Yongso-ri,용소리
4783033044,Sangyong-ri,상용리
4783033045,Gotan-ri,고탄리
4783033046,Gijok-ri,기족리
4783033047,Gisan-ri,기산리
4783033048,Sabu-ri,사부리
4783034031,Pyeongni-ri,평리리
4783034032,Hochon-ri,호촌리
4783034033,Gwagchon-ri,곽촌리
4783034034,Sanggok-ri,상곡리
4783034035,Jwahak-ri,좌학리
4783034036,Wolseong-ri,월성리
4783034037,Nogok-ri,노곡리
4783034038,Najeong-ri,나정리
4783034039,Beolji-ri,벌지리
4783034040,Songgok-ri,송곡리
4783035032,Yangjeon-ri,양전리
4783035033,Banun-ri,반운리
4783035034,Sinan-ri,신안리
4783035035,Jik-ri,직리
4783035036,Gaepo-ri,개포리
4783035037,Osa-ri,오사리
4783035038,Gugok-ri,구곡리
4783035039,Oksan-ri,옥산리
4783035040,Bu-ri,부리
4783035041,Saeng-ri,생리
4783035042,Inan-ri,인안리
4783036034,Dojin-ri,도진리
4783036035,Yegok-ri,예곡리
4783036036,Dapgok-ri,답곡리
4783036037,Bongsan-ri,봉산리
4783036038,Po-ri,포리
4783036039,Gaekgi-ri,객기리
4783036040,Woro-ri,월오리
4783036041,Yeon-ri,연리
4783036042,Daegok-ri,대곡리
4783036043,Sajeon-ri,사전리
4783036044,Yajeong-ri,야정리
4783036045,Sok-ri,속리
4783036046,Sachon-ri,사촌리
4783037037,Gwiwon-ri,귀원리
4783037038,Songnim-ri,송림리
4783037039,Sandang-ri,산당리
4783037040,Baeksan-ri,백산리
4783037041,Hageo-ri,하거리
4783037042,Sinchon-ri,신촌리
4783037043,Sanju-ri,산주리
4783037044,Maechon-ri,매촌리
4783037045,Hapga-ri,합가리
4783037046,Sin-gok-ri,신곡리
4783037047,Pyeongji-ri,평지리
4783037048,Anhwa-ri,안화리
4783037049,Allim-ri,안림리
4783037050,Gogok-ri,고곡리
4783037051,Wolmak-ri,월막리
4783037052,Yong-ri,용리
4784025021,Gyeongsan-ri,경산리
4784025022,Daeheung-ri,대흥리
4784025023,Daehwang-ri,대황리
4784025024,Seongsan-ri,성산리
4784025025,Samsan-ri,삼산리
4784025026,Haksan-ri,학산리
4784025027,Geumsan-ri,금산리
4784025028,Yesan-ri,예산리
4784025029,Baekjeon-ri,백전리
4784025030,Yongsan-ri,용산리
4784031034,Yongsin-ri,용신리
4784031035,Doheung-ri,도흥리
4784031036,Seonwon-ri,선원리
4784031037,Sohak-ri,소학리
4784031038,Doseong-ri,도성리
4784031039,Dong-am-ri,동암리
4784031040,Chwigok-ri,취곡리
4784031041,Sinbu-ri,신부리
4784031042,Seong-won-ri,성원리
4784031043,Munbang-ri,문방리
4784031044,Odo-ri,오도리
4784031045,Gwanhwa-ri,관화리
4784031046,Yuseo-ri,유서리
4784031047,Myeongpo-ri,명포리
4784031048,Janghak-ri,장학리
4784032040,Deokpyeong-ri,덕평리
4784032041,Bolli-ri,본리리
4784032042,Sang-eon-ri,상언리
4784032043,Yongjeong-ri,용정리
4784032044,Seonsong-ri,선송리
4784032045,Yonggye-ri,용계리
4784032046,Sagok-ri,사곡리
4784032047,Dongnak-ri,동락리
4784032048,Gisan-ri,기산리
4784032049,Unsan-ri,운산리
4784032050,Munmyeong-ri,문명리
4784032053,Junggeo-ri,중거리
4784032054,Mawol-ri,마월리
4784032055,Gyesang-ri,계상리
4784032056,Daebong-ri,대봉리
4784032057,Sangsin-ri,상신리
4784032058,Jukjeon-ri,죽전리
4784033035,Baegun-ri,백운리
4784033036,Sinpa-ri,신파리
4784033037,Jeoksong-ri,적송리
4784033038,Bongyang-ri,봉양리
4784033039,Sinjeong-ri,신정리
4784033040,Suseong-ri,수성리
4784033041,Songgye-ri,송계리
4784033042,Suryun-ri,수륜리
4784033043,Ocheon-ri,오천리
4784033044,Gyejeong-ri,계정리
4784033045,Nameun-ri,남은리
4784033046,Bowol-ri,보월리
4784033047,Jageun-ri,작은리
4784033048,Seong-ri,성리
4784034030,Changcheon-ri,창천리
4784034031,Hwajuk-ri,화죽리
4784034032,Dong-won-ri,동원리
4784034033,Masu-ri,마수리
4784034034,Beopjeon-ri,법전리
4784034035,Sin-gye-ri,신계리
4784034036,Yongsa-ri,용사리
4784034037,Geumbong-ri,금봉리
4784034038,Jungsan-ri,중산리
4784035028,Gwangsan-ri,광산리
4784035029,Myeongcheon-ri,명천리
4784035030,Eoeun-ri,어은리
4784035031,Hupyeong-ri,후평리
4784035032,Bongdu-ri,봉두리
4784035033,Muhak-ri,무학리
4784035034,Yeongcheon-ri,영천리
4784036030,Chilbong-ri,칠봉리
4784036031,Okseong-ri,옥성리
4784036032,Yongheung-ri,용흥리
4784036033,Heungsan-ri,흥산리
4784036034,Ongnyeon-ri,옥련리
4784036035,Geumsan-ri,금산리
4784036036,Okhwa-ri,옥화리
4784036037,Daecheon-ri,대천리
4784036038,Donam-ri,도남리
4784037031,Bonggye-ri,봉계리
4784037032,Maesu-ri,매수리
4784037033,Oegi-ri,외기리
4784037034,Bonghak-ri,봉학리
4784037035,Yongam-ri,용암리
4784037036,Jasan-ri,자산리
4784037037,Unjeong-ri,운정리
4784037038,Gaam-ri,가암리
4784037039,Suchon-ri,수촌리
4784038032,Daejang-ri,대장리
4784038033,Chilseon-ri,칠선리
4784038034,Yongseong-ri,용성리
4784038035,Mundeok-ri,문덕리
4784038036,Jayang-ri,자양리
4784038037,Gosan-ri,고산리
4784038038,Wolgok-ri,월곡리
4784038039,Soseong-ri,소성리
4784038040,Yongbong-ri,용봉리
4784038041,Bongjeong-ri,봉정리
4784038042,Dongpo-ri,동포리
4784038043,Eosan-ri,어산리
4784039031,Daesan-ri,대산리
4784039032,Yuwol-ri,유월리
4784039033,Anpo-ri,안포리
4784039034,Yonggak-ri,용각리
4784039035,Boam-ri,보암리
4784039036,Jangsan-ri,장산리
4784039037,Sujuk-ri,수죽리
4784039038,Jibang-ri,지방리
4784039039,Inchon-ri,인촌리
4785025021,Waegwan-ri,왜관리
4785025022,Seokjeon-ri,석전리
4785025023,Maewon-ri,매원리
4785025024,Bonggye-ri,봉계리
4785025025,Samcheong-ri,삼청리
4785025026,Geumsan-ri,금산리
4785025027,Naksan-ri,낙산리
4785025028,Geumnam-ri,금남리
4785025029,Agok-ri,아곡리
4785025321,Yul-ri,율리
4785025322,Eoro-ri,어로리
4785025323,Boson-ri,보손리
4785025324,Sungo-ri,숭오리
4785025325,Inpyeong-ri,인평리
4785025326,Opyeong-ri,오평리
4785025621,Seonggok-ri,성곡리
4785025622,Jung-ri,중리
4785025623,Namyul-ri,남율리
4785025624,Ponam-ri,포남리
4785025625,Jungji-ri,중지리
4785025626,Bangye-ri,반계리
4785025627,Mangjeong--ri,망정리
4785025628,Dogae-ri,도개리
4785031036,Sin-ri,신리
4785031037,Songjeong-ri,송정리
4785031038,Geumho-ri,금호리
4785031039,Yeonhwa-ri,연화리
4785031040,Dalseo-ri,달서리
4785031041,Baegun-ri,백운리
4785031042,Changpyeong-ri,창평리
4785031043,Simcheon-ri,심천리
4785031044,Deoksan-ri,덕산리
4785031045,Yeong-o-ri,영오리
4785031046,Osan-ri,오산리
4785031047,Yongsan-ri,용산리
4785031048,Yeonho-ri,연호리
4785031049,Naksan-ri,낙산리
4785031050,Hwanghak-ri,황학리
4785032030,Geumam-ri,금암리
4785032031,Songsan-ri,송산리
4785032032,Gacheon-ri,가천리
4785032033,Hangmyeong-ri,학명리
4785032034,Namwon-ri,남원리
4785032035,Deungmyeong-ri,득명리
4785032036,Giseong-ri,기성리
4785032037,Gudeok-ri,구덕리
4785032038,Bong-am-ri,봉암리
4785033034,Dabu-ri,다부리
4785033035,Geumhwa-ri,금화리
4785033036,Gasan-ri,가산리
4785033037,Eungchu-ri,응추리
4785033038,Yongsu-ri,용수리
4785033039,Cheonpyeong-ri,천평리
4785033041,Simgok-ri,심곡리
4785033043,Hakha-ri,학하리
4785033044,Haksang-ri,학상리
4785033045,Haksan-ri,학산리
4785033046,Seogu-ri,석우리
4785033047,Songhak-ri,송학리
4785036028,Bokseong-ri,복성리
4785036029,Dong-an-ri,동안리
4785036030,Namgye-ri,남계리
4785036031,Gyo-ri,교리
4785036032,Deoksan-ri,덕산리
4785036033,Murim-ri,무림리
4785036034,Gwanho-ri,관호리
4785037028,Jukjeon-ri,죽전리
4785037029,Pyeongbok-ri,평복리
4785037030,Yeong-ri,영리
4785037031,Haengjeong-ri,행정리
4785037032,Bongsan-ri,봉산리
4785037033,Gaksan-ri,각산리
4785037034,Noseok-ri,노석리
4790025021,Noha-ri,노하리
4790025022,Nosang-ri,노상리
4790025023,Baekjeon-ri,백전리
4790025024,Dongbon-ri,동본리
4790025025,Nambon-ri,남본리
4790025026,Seobon-ri,서본리
4790025027,Daesim-ri,대심리
4790025028,Seokjeong-ri,석정리
4790025029,Jinae-ri,지내리
4790025031,Wangsin-ri,왕신리
4790025032,Cheongbok-ri,청복리
4790025033,Tongmyeong-ri,통명리
4790025034,Ugye-ri,우계리
4790025035,Galgu-ri,갈구리
4790025036,Saengcheon-ri,생천리
4790025037,Yongsan-ri,용산리
4790025038,Gopyeong-ri,고평리
4790025039,Sangdong-ri,상동리
4790031039,Sanggeumgok-ri,상금곡리
4790031040,Hageumgok-ri,하금곡리
4790031041,Seonghyeon-ri,성현리
4790031042,Deoksin-ri,덕신리
4790031043,Bangsong-ri,방송리
4790031044,Nosa-ri,노사리
4790031045,Gugye-ri,구계리
4790031046,Jungnim-ri,죽림리
4790031047,Jik-ri,직리
4790031048,Ducheon-ri,두천리
4790031049,Sabu-ri,사부리
4790031050,Naeji-ri,내지리
4790031051,Wollyu-ri,원류리
4790031052,Seon-ri,선리
4790031053,Neungcheon-ri,능천리
4790031054,Jegok-ri,제곡리
4790031055,Daeje-ri,대제리
4790031056,Hahak-ri,하학리
4790034036,Po-ri,포리
4790034037,Deogyul-ri,덕율리
4790034038,Gwanhyeon-ri,관현리
4790034039,Cheonhyang-ri,천향리
4790034040,Jinpyeong-ri,진평리
4790034041,Beolbang-ri,벌방리
4790034042,Suhan-ri,수한리
4790034043,Hyeonnae-ri,현내리
4790034044,Jeunggeo-ri,증거리
4790034045,Donsan-ri,돈산리
4790034046,Yu-ri,유리
4790034047,Miseok-ri,미석리
4790034048,Daemaek-ri,대맥리
4790034049,Jangsan-ri,장산리
4790034050,Machon-ri,마촌리
4790035034,Miho-ri,미호리
4790035035,Sinwol-ri,신월리
4790035036,Seungbon-ri,승본리
4790035037,Ganbang-ri,간방리
4790035038,Dogyang-ri,독양리
4790035039,Okcheon-ri,옥천리
4790035040,Gigok-ri,기곡리
